"","AITC.100uM"
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1729",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1730",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1731",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1732",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1733",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1734",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1735",1
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1736",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1737",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1738",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1739",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1740",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1741",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1742",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1743",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1744",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1745",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1746",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1747",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1748",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1749",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1750",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1751",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1752",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1753",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1754",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1755",1
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1756",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1757",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1758",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1760",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1761",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1762",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1763",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1764",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1766",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1767",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1768",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1769",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1770",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1771",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1773",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1774",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1775",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1776",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1777",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1778",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1780",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1782",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1783",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1784",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1785",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1786",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1787",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1788",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1790",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1791",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1792",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1793",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1794",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1795",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1796",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1797",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1798",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1799",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1801",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1802",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1803",1
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1804",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1805",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1807",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1808",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1809",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1810",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1811",1
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1812",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1813",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1814",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1815",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1816",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1817",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1818",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1819",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1820",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1821",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1822",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1823",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1824",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1825",1
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1826",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1827",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1828",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1829",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1830",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1831",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1833",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1834",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1835",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1836",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1837",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1838",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1839",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1840",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1841",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1842",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1843",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1844",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1845",1
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1846",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1847",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1848",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1849",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1850",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1851",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1852",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1853",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1855",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1856",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1857",1
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1858",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1859",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1860",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1861",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1862",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1863",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1864",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1865",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1866",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1867",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1868",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1869",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1870",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1871",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1873",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1874",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1875",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1876",1
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1877",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1878",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1879",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1880",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1881",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1882",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1883",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1884",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1885",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1886",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1887",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1888",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1889",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1890",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1896",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1897",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1898",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1899",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1900",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1901",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1902",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1903",1
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1904",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1905",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1907",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1908",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1909",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1910",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1911",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1912",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1913",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1914",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1915",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1916",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1917",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1918",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1919",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1920",1
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1921",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1922",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1923",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1924",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1925",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1926",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1927",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1928",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1929",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1930",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1931",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1932",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1933",1
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1935",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1936",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1937",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1938",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1939",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1940",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1941",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1942",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1943",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1944",1
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1946",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1947",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1948",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1949",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1950",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1951",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1953",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1954",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1956",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1957",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1959",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1960",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1961",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1962",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1963",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1964",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1965",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1966",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1967",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1968",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1970",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1971",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1972",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1973",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1974",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1975",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1976",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1977",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1978",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1979",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1980",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1981",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1982",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1983",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1984",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1985",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1986",1
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1987",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1988",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1989",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1990",1
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1991",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1992",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1993",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1994",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1995",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1997",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_1999",1
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2000",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2001",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2002",1
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2003",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2005",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2006",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2007",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2008",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2009",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2010",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2011",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2012",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2013",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2014",1
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2015",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2016",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2017",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2018",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2019",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2020",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2021",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2022",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2023",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2024",1
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2025",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2026",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2028",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2029",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2031",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2032",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2034",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2035",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2036",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2037",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2038",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2039",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2040",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2042",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2043",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2044",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2045",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2046",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2047",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2048",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2049",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2051",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2052",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2053",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2054",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2056",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2057",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2058",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2059",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2060",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2061",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2062",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2063",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2065",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2066",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2067",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2068",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2069",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2070",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2071",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2072",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2073",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2074",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2075",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2077",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2078",1
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2080",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2081",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2082",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2083",1
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2084",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2085",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2086",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2087",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2088",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2089",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2090",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2091",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2092",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2093",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2094",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2095",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2096",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2097",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2098",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2099",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2100",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2101",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2102",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2103",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2104",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2105",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2106",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2107",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2108",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2109",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2110",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2111",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2112",1
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2113",0
"RD_191020_M_41_m3_p2_Om1_Vc1__X_2114",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_1",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_2",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_3",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_5",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_6",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_7",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_8",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_9",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_10",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_11",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_12",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_13",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_14",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_15",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_17",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_18",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_19",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_20",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_21",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_22",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_23",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_24",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_25",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_26",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_28",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_29",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_30",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_31",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_32",1
"RD_191020_M_41_m3_p3_Om1_Vc1__X_33",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_34",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_36",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_37",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_39",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_40",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_41",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_42",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_43",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_44",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_45",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_46",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_47",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_48",1
"RD_191020_M_41_m3_p3_Om1_Vc1__X_49",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_50",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_53",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_54",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_55",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_57",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_58",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_59",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_60",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_61",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_62",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_63",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_64",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_65",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_66",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_67",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_68",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_69",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_70",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_71",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_72",1
"RD_191020_M_41_m3_p3_Om1_Vc1__X_73",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_74",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_75",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_76",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_77",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_78",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_80",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_81",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_83",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_84",0
"RD_191020_M_41_m3_p3_Om1_Vc1__X_85",0
